Part Number,Model,Description,QTY
92007-005572,COH16S-36AAA,4-Way Valve Assembly,3
41214-001233,COH16S-36AAA,Control Board Assy (2436),3
IC231235131,COH16S-36AAA,High-Pressure Valve Assembly,3
45801-000023,COH16S-36AAA,Round lover panel(2436),3
43301-000029,COH16S-36AAA,Service Access Panel(2436),3
43301-000020,COH16S-36AAA,Service Port Access Panel(2436),3
41214-001240,COH16S-36AAA,Side louver panel B(2436),3
12410-100000,COH16S-36AAA / COH16S-60AAA,High Pressure Sensor (Black),3
12410-100001,COH16S-36AAA / COH16S-60AAA,Low Pressure Sensor (Green),3
10601-100000,COH16S-36AAA / COH16S-60AAA,Noise Filter,3
10104-100085,COH16S-36AAA / COH16S-60AAA,Temperature Sensor Assembly (TS) (TH),3
IC211800073,COH16S-36AAA / COH16S-60AAA,Top cover grate bolts,10
41214-001234,COH16S-60AAA,Control Board Assy (2460),3
IC231235854,COH16S-60AAA,High-Pressure Valve Assembly,3
43301-000027,COH16S-60AAA,Service Access Panel(4860),3
43301-000021,COH16S-60AAA,Service Port Access Panel(4860),3
IC231236704,COH16S-60AAA with CVTAN-36AA,Connect Pipe(22 to 19),3
41214-001216,CVTAN-24AA / CVTAN-36AA,Cover board(24/36)(cool Gray 8C),3
92007-002992,CVTAN-24AA / CVTAN-36AA,Distributor Assembly,3
43401-000035,CVTAN-24AA / CVTAN-36AA,Electronic control cover plate(24/36)(cool Gray 8C),3
50432-100000,CVTAN-24AA / CVTAN-36AA / CVTAN-48AA / CVTAN-60AA,Screw for air filter cover(M4*12),10
51307-100007,CVTAN-24AA / CVTAN-36AA / CVTAN-48AA / CVTAN-60AA / COH16S-36AAA / COH16S-60AAA,Concave Bolt ST4*9.5-CH 1022A (Guide Ring),10
92007-003882,CVTAN-24AA/ CVTAN-36AA,Evaporator Output Pipe Assembly,3
41214-001220,CVTAN-48AA / CVTAN-60AA,Cover board(24/36)(cool Gray 8C),3
92007-002993,CVTAN-48AA / CVTAN-60AA,Distributor Assembly,3
43401-000033,CVTAN-48AA / CVTAN-60AA,Electronic control cover plate(48/60)(cool Gray 8C),3
92007-003887,CVTAN-48AA / CVTAN-60AA,Evaporator Output Pipe Assembly,3
IC230701054,CVTAN-48AA / CVTAN-60AA,"Sponge (Diam : 6 1/4 "")",10
IC231235631,CVTAN-48AA / CVTAN-60AA,Thermostatic Expansion Valve (067L557),3
41214-001224,CVTAN-48AA / CVTAN-60AA,Base ass'y(48/60)(cool Gray 8C),3
43401-000034,CVTAN-48AA / CVTAN-60AA,Upper rear side panel components(48/60)(cool Gray 8C),3
43401-000031,CVTAN-48AA / CVTAN-60AA,Upside board ass'y(48/60)(cool Gray 8C),3
41214-001239,COH16S-36AAA,Side louver panel A(2436),3
41202-000467,COH16S-36AAA / COH16S-60AAA,Chassis,3
41207-000474,COH16S-36AAA / COH16S-60AAA,Top cover assembly,3
41207-000478,COH16S-36AAA / COH16S-60AAA,Top cover grate,3
45801-000035,COH16S-60AAA,Round lover panel(4860),3
41214-001241,COH16S-60AAA,Side louver panel A(4860),3
92007-005571,COH16S-60AAA,4-Way Valve Assembly,3
41214-001242,COH16S-60AAA,Side louver panel B(4860),3
41214-001229,CVTAN-24AA / CVTAN-36AA,Base ass'y(24/36)(cool Gray 8C),3
43401-000036,CVTAN-24AA / CVTAN-36AA,Upper rear side panel components(24/36)(cool Gray 8C),3
43401-000032,CVTAN-24AA / CVTAN-36AA,Upside board ass'y(24/36)(cool Gray 8C),3
92011-004994,COH16S-36AAA,Condenser,3
CUSTOMPART3,CUSTOM MADE PART,Control Board,0
92011-004995,COH16S-60AAA,Condenser,3
DTK-120/240CM+,DTK-120/240CM+,Surge Protective Device,23
FS71-ESIM,G910L,Invertercool HVAC SVS FDD Device,21
CPT100-1,SA918,C-Wire Extender Kit,25
CPT100,ST920WF (QTY: 20 MAIN OFFICE PICKED BY WINSTON),Wifi Thermostat 3H/2C Touch Key,25
E-EHK-05,WHE0502BX (5 KW),Electric Heat Kit,9
E-EHK-08,WHE0802BX (7.5 KW),Electric Heat Kit,9
E-EHK-10,WHE1002BX (10 KW),Electric Heat Kit,5
E-EHK-15,WHE1502BX (15 KW),Electric Heat Kit,3
E-EHK-20,WHE2002BX (20 KW),Electric Heat Kit,1
COH16S-36AAA,COH16S-36AAA,Heat Pump Unit (2-3 Ton),16
COH16S-60AAA,COH16S-60AAA,Heat Pump Unit (4-5 Ton),5
CVTAN-24AA,CVTAN-24AA,Air Handler (2 Ton),6
CVTAN-36AA,CVTAN-36AA,Air Handler (3 Ton),5
CVTAN-60AA,CVTAN-60AA,Air Handler (5 Ton),5
IC22081802,EODA18H-2436 / EODA18H-4860,"Top Panel Assy Kit ( Top Cover + Roof Frame + Guide Ring + DC Motor + Motor Board +  Fan + Bolts, Screws, Nuts and Washers)",10
HW451160006,Wave 45,Wave 45 Hot 110-1N-60 ETL Fin. Pers Crusc. VETRO Fr. VETRO M.,0
8D1102100,Parts,Mould 6 Silicone Portions,0
0000372/H/2024/010,Zero15 ,Instalation Bracket,0
3806100,Parts,Air Probe NTC,2
3563168,Parts,Cavo Cable 4 Poli 1m PU/DISP. UL Freddy 45,1
67032010,Parts,Control Panel Freddy  GLA/STE,1
3805570,Parts,Core Probe NTC 1 Point  Freddy,1
1011466,Parts,Door Gasket Freddy 45 (Black),1
8Z1000361,Parts,Gasket - Guarniz. Coperchio KR040012 Zero (Transparent),1
69010902,Parts,Gruppo Frigor 1115-1-60 UL Fresco2 Comp. Embraco,1
8Z1000376,Parts,Guida Dx FM140224 Zero 15/36,1
2341566,Parts,Heater Defrost - Res Riscal 500W Freddy 45 UL Doppia ,1
23450547,Parts,Motor Ven E40/53T-8-3AABB 115V60,1
3600977,Parts,Power Board -  Scheda Potenza Freddy,1
23605130,Parts,Temp Exp Valve TES 2 R404A/R507 (068Z3437),1
8D1102900,Fresco / Freddy,Stainless lid (12.79 x 10.43 in),1
8D1102851,Fresco,Stainless steel pizza tray (12.79 x 10.43 in),1
8D1102880,Fresco/ Freddy,Polycarbonate baking Pan tray (12.79 x 10.43 x H 2.56 in),1
1640005,Fresco,Wire Shelf (12.75 x 11.38 in),1
1640038,Fresco,Shallow stainless steel baking pan (12.79 x 10.43 x H 1.57 in),1
1640118,Fresco,Perforated Stainless steel tray (12.79 x 10.43 x H 1.57 in),2
1640039,Fresco,Stainless steel deep tray (12.79 x 10.43 x H 2.56 in),3
8D1102890,Freddy,Stainless steel pizza pan (16.34 x 9.45 x 0.79 in),3
164009,Freddy,Wire  Shelf (17.5x 11 in),1
HF45116002,Freddy H45,FREDDY H45 Black Glass -Inox Handle 110-1N-60 ETL with WOODEN CRATE (Black Glass / Stainless Steel Handle),1
HZ451166012,Zero H45,Inox Handle 120-1N-60 ETL with WOODEN CRATE (Stainless Steel Finish / Stainless Steel Handle),1
HF45116001,Freddy H45,FREDDY H45 Inox – Inox Handle 110-1N-60 ETL with WOODEN CRATE (Stainless Steel Finish / Stainless Steel Handle),1
D2001501,Fresco III ,FRESCO III ETL 120-1-60 with WOODEN CRATE (White Finish & Handle),4
HZ45116001 (Sample),Zero H45 (Sample Unit),SAMPLE - ZERO H45 Black Glass with - Inox Handle 120-1N-60 ETL with WOODEN CRATE (Black Finish / Stainless Steel Handle),1
FLASHMCU,MCU,MaxWiz Technology Program Editor,0
MiniUPS,Mini UPS,Mini UPS,0
ACAM002,Universal,Cable,0
EODA18H-4860,EODA18H-4860,Ecoer Heat Pump Unit 60 Tons [Defective] (No Mother Board),1
EODA18H-2436,EODA18H-2436,Ecoer Heat Pump Unit 36 Tons (Panel Little Dent) (No Mother Board) ,1
EG910L,EG910L,Ecoer Condenser [Defective],1
ACAM001,Universal,Anti-Cold Air Module (Fan Delay Kit),450
XT12BLK,XT12,IHome Bluetooth Headphones (Black),6
AL1000,1 Long Speaker,Altec Symphony Bluetooth Speaker System,1
M10950BK,2 in 1 Tablet / Laptop,Packard Bell Tablet/Laptop,26
M10950BK-NOBOX,2 in 1 Tablet / Laptop  (NO BOX),Packard Bell Tablet/Laptop (NO BOX),5
L5500,2 Speakers + 1 Mixer,Edison Professional Party System L5500 Entertainment System,1
M-2000,Speaker,"Edison Professional M-2000 Plus TWS 15"" Speaker 2000W High Power PA Speaker ",1
EN500B,Speaker,"Irocker 500 Watt LED PA Speaker 15"" ",1
M-2000(WITH BOX),Speaker with the box,"Edison Professional M-2000 Plus TWS 15"" Speaker 2000W High Power PA Speaker ",1
VIVHEA,Vivitar,Vivitar Bluetooth Headphones (White),1
XT10BEI,XT10,IHome Bluetooth Headphones (Beige),4
XT10BLK,XT10,IHome Bluetooth Headphones (Black),9
XT10BL-BLUE,XT10,IHome Bluetooth Headphones (Blue),5
XT10RD,XT10,IHome Bluetooth Headphones (Red),6
XT10BL-WHITE,XT10,IHome Bluetooth Headphones (White),10
XT10BEI-NOBOX,XT10 (NO BOX),IHome Bluetooth Headphones (Beige) (NO BOX),1
XT12BEI,XT12,IHome Bluetooth Headphones (Beige),5
XT12BL-BLUE,XT12,IHome Bluetooth Headphones (Blue),8
XT12RD,XT12,IHome Bluetooth Headphones (Red),7
XT12BL-WHITE,XT12,IHome Bluetooth Headphones (White),1
XT14BLK,XT14,IHome Bluetooth Headphones (Black),3
XT14BL-WHITE,XT14,IHome Bluetooth Headphones (White),1
11002015000051PA,1PAMSHH12-SZW-22.5,Brushless DC Motor,0
11103020000179PA,1PAMSHH24-SZO-20.5 / 2PAMSHQCO24,Compressor,0
11103020000034PA,2PAMSH12B-SZO-17.5,Compressor,0
11002015008365PA,2PAMSH18-MZO2,Brushless DC Motor,0
2006328PA,PIAW122800B,Electronic Control Box Subassembly,0
12138000068369,POL41WAS,Agitator,10
12138000A48276,POL41WAS,Back Control Panel Assembly,10
12938000006581,POL41WAS,Clutch Body Subassembly,10
17138000036343,POL41WAS,Display Board,10
17438000001615,POL41WAS,Door Lock,10
17438000001327,POL41WAS,Impact Switch,10
17138000035448,POL41WAS,PCB,10
11001011002469,POL41WAS,Permanent magnet synchronous pump,10
17438000000343,POL41WAS,Retractor,10
11002012041836,POL41WAS,Single phase asynchronous motor,10
12938000001581,POL41WAS,Suspend System,10
12938000003401,POL41WAS,Suspend System,10
12638000002761,POL41WAS,V-Belt,10
17438000023702,POL41WAS,Water Level Sensor,10
12638200000022,POL7EDRY,Belt,10
12138200005822,POL7EDRY,Control Panel,10
12138200A20031,POL7EDRY,Control Panel Assembly,10
17438200000344,POL7EDRY,Cover Switch,10
17138200007727,POL7EDRY,Display Panel,10
17438200003324,POL7EDRY,Heater,10
17438200003246,POL7EDRY,Heater Assembly,10
17138200007722,POL7EDRY,PCB,10
17438000001584,POL7EDRY,Safety Switch,10
11002012043840,POL7EDRY,Single Phase Asynchronous Motor,10
17438200003204,POL7EDRY,Temperature Sensor,10
17400513000461,POL7EDRY,Thermostat,10
17400513004576,POL7EDRY,Thermostate,10
NS00407,BP312,Blade Assembly Cross,0
NS00408,BP312,Blade Assembly Flat,0
NS00409,BP312,Switch,0
15422300000347,G4OF-36HFN1-M,Reverse Valve Coil,0
3301074710,PAC12045,Capacitor`s Compressor,0
100002000939,PAC12045,Electronic Control Box Subassembly,0
1501208908,PAC12045,Cooling Fan Motor,0
30135000146,PAC12045,Main Control Board Subassembly,0
152120811,PAC12045,Stepper Motor,0
17401203003002,PAC12337,HV Junction Cable Assembly,0
12100509000059,PIAW181790A / PAC123370A / PAC123370B / PAC18337 / PIAW123800B/ PIAW363800B/ PIAWMZ488800B / PAC12337 / PIAW93700B,Drain hose pipe,5
17401203000657,PAC18337,HV junction cable assembly,0
1212000A51459,PAC18337,Panel Assembly,0
12122000013179,PAC18337A / PAC18337,Panel Frame Assembly,0
17222000011588,PAC24337,Electronic Control Box Subassembly,4
17122000021628,PAC24337 / PAC24337A,Main Control Board Subassembly,4
17122000049085,PAC24337B,Outdoor Board,5
NS01284,PAF260,Crumb Tray,0
NS01285,PAF260,Food Tray,0
NS01283,PAF260,Wire Rack,0
NS01310,PAF400,Basket Assembly,0
NS01282,PB312,Lid #2,0
NS00442,PB312,Switch,0
NS00187,PB323,Body,24
NS00126,PB323 / PB323BK / PB324 / PB324BK,Driving Rubber Gear [Yellow],60
NS00124,PB323/324BK,Jar cover set,0
NS00018,PB323BK,Bia Jar,0
NS00186,PB324,Body,20
NS00431,PB324,Bottom Handles,0
NS00432,PB324,Drip Tray,0
NS00433,PB324,Lock & Nut,0
NS00185,PB324BK,Bia Jar,0
NS00434,PB337,Motor,0
NS01039,PB348,Motor,0
PB349.19,PB349,Piano key,0
NS00738,PB359,Lower Coupler,0
NS01026,PB359,Lower coupler,0
NS00435,PB359,Motor,0
NS00426,PB360,Blade Assembly,0
NS00424,PB360,Blade shaft + seal ring,0
NS00739,PB360,Jar,0
NS00740,PB360,Jar Base,0
NS00424,PB360,Blade shaft + seal ring,0
NS00741,PB360,Jar Lid Cover,0
NS00436,PB360,Motor,0
NS00742,PB360,Oil Bearing,0
NS00743,PB360,Oil Bearing Bracket,0
NS00744,PB360,Safe Switch Lever,0
NS00745,PB360,Safe Switch Retainer,0
NS00746,PB360,Safe Switch Spring,0
NS00747,PB360,Shockproof Mat A,0
NS00748,PB360,Shockproof Mat B,0
NS00749,PB360,Switch,0
NS00084,PB380,Lower Coupler,0
NS00437,PB380,Motor,0
NS00088,PB380,Piano Key,0
NS00085,PB380,Upper Coupler ,0
NS00429,PB518,Blade,0
NS00430,PB518,Blade Set,0
NS00750,PBG15,Healthy BBQ Grill,0
NS00751,PBG15,Oil Tray,0
NS00752,PBG15,Probe Thermostat,0
NS01246,PBM4,Carafe Assembly (4 Cups),0
17171100000320,PBO6521DM,Power Control Board,0
17171100000089,PBO6521DM / PBO6524DM,Display Circuit LED Board (MCB),0
12971100004508,PBO6524DM ,Knob Assembly,10
NS00769,PBS812SA,Stainless Steel Panel,0
NS01152,PCFB50,Big Gasket,0
NS01157,PCFB50,Big Puscher,0
NS01145,PCFB50,Blade Assembly,0
NS01158,PCFB50,Bowl Lid,0
NS01148,PCFB50,Chopper Blade,0
NS01146,PCFB50,Coupling Upper,0
NS01147,PCFB50,Coupling Wheel Down,0
NS01153,PCFB50,Cup,0
NS01150,PCFB50,Disc,0
NS01160,PCFB50,Disc support,0
NS01144,PCFB50,Food proccesor Bowl Assy ( With lid and blades),0
NS01143,PCFB50,Gear,0
NS01162,PCFB50,Jar Hand Cover,0
NS01159,PCFB50,Lid,0
NS01142,PCFB50,Motor,0
NS01156,PCFB50,Small Puscher,0
NS01155,PCFB50,Switch #19,0
NS01154,PCFB50,"Switch #52,53",0
NS01151,PCFB50,Switch Knob,0
NS00770,PCG518,Activating Level,0
NS01023,PCG518,Actuating level,0
NS00771,PCG518,Blade Set,0
NS00772,PCG518,Botton,0
NS00773,PCG518,Container,0
NS00774,PCG518,Internal Wire,0
PCG518.12,PCG518,Motor,0
NS00775,PCG518,Spring,0
NS00776,PCG518,Switch,0
PCG518.21,PCG518,Switch,0
NS00803,PCJ627B,Bracket,0
PCJ627B.15,PCJ627B,Bracket,0
NS00804,PCJ627B,Gear #11,0
NS00805,PCJ627B,Gear #16,0
PCJ627B.16,PCJ627B,Gear #16,0
NS00806,PCJ627B,Gear #21,0
PCJ627B.11,PCJ627B,Gear#11,0
PCJ627B.21,PCJ627B,Gear#21,0
PCJ627B.18,PCJ627B,Shaft,0
NS00487,PCM512B,Heating Assembly,0
NS00488,PCM512B,Heating Element,0
NS00489,PCM512B,Heating pipe,0
NS00490,PCM512B,Strainer,0
NS00535,PCM512B,Thermofuse,0
NS00491,PCM512B,Thermostat,0
NS00492,PCM5422B,Anti Drip Valve,0
NS00493,PCM5422B,Coffee Pipes,0
NS00494,PCM5422B,Funnel,0
NS00495,PCM5422B,Heater,0
NS00496,PCM5422B,Heating Element,0
NS00497,PCM5422B,Jar Assembly,0
NS00498,PCM5422B,Nozzles,0
NS00499,PCM5422B,Plastic Cups,0
NS00500,PCM5422B,Real Ring,0
NS00501,PCM5422B,Rocker Switch,0
NS00502,PCM5422B,Seal,0
NS00504,PCM5422B,Seal Ring,0
NS00505,PCM5422B,Sprayer,0
NS00506,PCM5422B,Switch Rocker,0
NS00507,PCM5422B,Thermostat,0
NS00508,PCM5422B,Top Cover,0
NS00509,PCM5422B,Warming Plate,0
NS00503,PCM5422B,Warming Play,0
NS00510,PCM5422B,Water Tank,0
NS00323,PCM5423B,Carafe (Rounded Handle),0
NS00511,PCM5423B,Cover,0
NS00512,PCM5423B,Filter,0
NS00513,PCM5423B,Funnel,0
NS00514,PCM5423B,Heater,0
NS00515,PCM5423B,Heating Element,0
NS00516,PCM5423B,Rocker switch,0
NS00517,PCM5423B,Seal ring,0
NS00518,PCM5423B,Sprayer,0
NS00519,PCM5423B,Thermostat,0
NS00520,PCM5423B,Top cover,0
NS00521,PCM5423B,Warming plate,0
NS00522,PCM5423B,Water tank,0
NS01140,PCM599B,Bottom Plate (ABM Guatemala),0
NS00527,PCM599B,Glass,0
NS00528,PCM599B,Fuse & Heat Element Assembly,10
NS00529,PCM599B,Heating pipe assembly,0
NS00524,PCM599B,Heating tube assembly,0
NS01178,PCM599B,Strainer,0
NS00531,PCM599B,Thermostat (Thermofuse),10
NS00532,PCM599W,Carafe Assembly (White),0
2.1.003,PCRN357DR,Compressor (EM2X3125U) with starter and overload realay and capacitor,2
3.6.2.02.001,PCRN357DR,Door Glass,0
2.2.1.012,PCRN357DR,Evaporator,2
2.3.02.306,PCRN357DR,Fan Blade Of  Condenser,4
2.5.0.11.003,PCRN357DR,Fan Blade Of Evaporator,4
2.3.02.019,PCRN357DR,Cooling Fan Motor,4
3.6.2.02.002,PCRN357DR,Right Glass,2
2.4.0.14.063,PCRN357DR,Shelves,8
2.5.0.05.008,PCRN357DR / PCRN427DR,Electronic Control Box,0
2.1.002,PCRN427DR,Compressor (EM2X3113U) with starter and overload realay and capacitor,2
3.6.1.02.004,PCRN427DR,Door Glass,4
2.2.1.141,PCRN427DR,Evaporator,2
2.5.0.11.008,PCRN427DR,Fan Blade,4
2.3.05.2.014,PCRN427DR,LED Light ( is recommended  to send transformer 2.3.05.2.065 as well),5
2.3.02.017,PCRN427DR,Cooling Fan Motor,4
3.6.1.02.022,PCRN427DR,Right Glass,2
2.4.0.14.112,PCRN427DR,Shelf 1,6
2.4.0.14.111,PCRN427DR,Shelf 2,6
NS00367,PDF302T,Power Cord Cable ( Power Supply Plug ),0
NS00813,PDF302T,Switches,0
NS00814,PDF302T,Wheels,0
NS01321,PEM1505B,Convert Back Cover,0
NS01315,PEM1505B,Convert Switch Cover,0
NS00473,PEM1505B,Drip plate,0
NS00474,PEM1505B,Knob,0
NS01318,PEM1505B,Push Pole,0
NS00475,PEM1505B,Seal Ring,0
NS01320,PEM1505B,Seal Ring,0
NS01316,PEM1505B,Seal Ring 1,0
NS01319,PEM1505B,Seal Ring 4,0
NS01317,PEM1505B,Shunt Spring,0
NS00476,PEM1505B,Strain Relief,0
NS01323,PEM1505B,Power Switch,1
NS00477,PEM1505B,Mode Switch Assembly,1
NS01322,PEM1505B,Travel Switch Plate,0
NS00447,PEM350,4D,0
NS00448,PEM350,Cap,0
NS00451,PEM350,Drain Pan Drill,0
NS00455,PEM350,Knob,0
NS00457,PEM350,Nozzle,0
NS00462,PEM350,Screw,0
NS00463,PEM350,Screw #44,0
NS00464,PEM350,Shelf,0
NS00465,PEM350,Silicon Tube,0
NS00466,PEM350,Snozzel Top cap,0
NS00469,PEM350,Steam Net,0
NS00470,PEM350,Steam Packing,0
NS00234,PEM350 / PEM351,CM680 Inside Jar Felt Filter,0
NS01021,PEM350 / PEM353,Strainer,0
NS00449,PEM351,Coaster,0
NS00452,PEM351,Fannel Assy,0
NS00225,PEM351,Funnel (No Filter),0
NS00453,PEM351,Gasket,0
NS00454,PEM351,Glass Assembly,0
NS00232,PEM351,Knob,0
NS00456,PEM351,Microswitch,0
NS00458,PEM351,OverHeating protector,0
NS00459,PEM351,R/R Metal,0
NS00460,PEM351,Ring Top Cover,0
NS00461,PEM351,Rotary Knob,0
NS00467,PEM351,Steam Assy,0
NS00231,PEM351,Steam Conduit,0
NS00468,PEM351,Steam gasket,0
NS00213,PEM351,Steam Pipe,0
NS00230,PEM351,Steam Tube assembly,0
NS00214,PEM351,Tank cover assembly,0
NS00403,PEM351,Water tank Lid Assembly,0
PES1206R.3,PES1206R,Glass Lid,0
PES1206R.1,PES1206R,Glass lid knob,0
PES1206R.14,PES1206R,Probe (Temperature Controller),0
NS00387,PES1206R,Thermostat,0
NS00390,PES1209,Complete Sarten [Black Inside] (Includes Sarten / Lid / Handles / Probe / Power Shroud Cover ),10
NS00816,PES1209,Adjustable Foot Leg - Feet Support ,0
NS01278,PES1209,Lid Assy,0
NS01279,PES1209,Screw #10,0
NS00391,PES1209 / PES1209C,Probe (Temperature Controller),25
NS00392,PES1209C,Complete Sarten [Bronce Inside] (Includes Sarten / Lid / Handles / Probe / Power Shroud Cover ),5
NS00386,PES1209C,"Saten with Heating Element Only [Bronce Inside]  ( Include Part 6 , 7 ,11,12) NO HANDLE ",15
NS00818,PES1210,Blade Lid,0
PES1210.1,PES1210,Handle,0
NS00820,PES1210,Handle Set,0
PES1210.1-2,PES1210,Handle set,0
NS00821,PES1210,Pan Assembly,0
NS00359,PES1211,Probe (Temperature Controller),0
PES1210.4,PES1210,Screw locked lid,0
PES1210.14,PES1210,Screws 3/5,0
NS00822,PES1211,Base Complete Sarten,0
NS00823,PES1211,Complete Base Pan,0
NS00824,PES1211,Handles,0
NS00825,PES1211,Adjustable Foot Leg - Feet Support ,0
NS00826,PES1211,Temperature Controller,0
NS01332,PES720D,Small Upper Heating Element,0
GZ56,PFF082,Base,0
NS00827,PFF082,Base  ,0
NS01273,PFF082,Fan Blade,0
AM804,PFF082,Front grill,0
NS00828,PFF082,Front Grill,0
NS00829,PFF082,Knob,0
AM805,PFF082,Rear grill,0
NS00830,PFF082,Rear Grill,0
AM806,PFF082,Rotary knob,0
NS00831,PFF082,Rotary Knob,0
NS00832,PFF082,Rotary Switch,0
12131000001043,"PFR10200M / MRC05M3AWW / 	PRF31600MS",Ice scoop,0
NS00398,PFR10700W,Basket,4
NS01180,PFR190W / PFR50600H,Thermostat (WPFE27ZL2),0
PFR266W.19,PFR266W,Caster Wheel,0
PFR266W.23,PFR266W,Knob,0
NS00850,PFR35600H,Control Panel,0
PFR390G.15,PFR390G,Thermostat (WPF27JL4),0
12131000005205,PFR44600MS/30600MS,Hinge Cover,0
NS00857,PFR50600H,Basket,0
NS00858,PFR50600H,Control Panel,0
NS00861,PFR50600H,Door Gasket Seal,0
NS00860,PFR50600H,Door Hinge,0
PFR50600H.31,PFR50600H,Door Hinge,0
PFR50600H.32,PFR50600H,Door Hinge,0
NS00863,PFR50600H,Drain Plug,0
NS00864,PFR50600H,Thermostat,0
PFR506XS.33,PFR506XS,Door,0
NS01337,PFR50800M ,Gasket,0
NS01333,PFR50800W,Door Seal,0
PFR55W.21,PFR55W,Control panel,0
PFR55W.5,PFR55W,Door handle base,0
NS00866,PFR670G,Lower Glass Door,0
NS00867,PFR670G,Upper Glass Door,0
NS01294,PFR70400X,Compressor,0
NS00873,PFR70600H,Basket,0
NS00874,PFR70600H,Control Panel,0
NS00875,PFR70600H,Door,0
NS00862,PFR70600H,Door Gasket Seal,0
PFR70600H.31,PFR70600H,Door Hinge,0
PFR70600H.32,PFR70600H,Door Hinge,0
PFR70600H.25,PFR70600H,Drain plug,0
NS01366,PFR71400X,Basket,0
NS00025,PFR740G,Temperature Controller ,0
PFR86W.5,PFR86W,Door handle base,0
PFR86W.doorhandlecover,PFR86W,Door handle cover,0
3031400173,PFR87300HM,Door Hinge Assembly ,0
3039900311,PFR87300HM,Door Hinge Cover Lower,0
3039900310,PFR87300HM,Door Hinge Cover Upper,0
2207700054,PFR87300HM,Drain -pipe decorative cover,0
2207700028,PFR87300HM,Drain-pipe plug,0
2305100020,PFR87300HM,Food box,0
2500100019,PFR87300HM,Power Cord Cable ( Power Supply Plug ),0
NS00880,PFR920G,Glass Door Lower,0
NS01024,PFR920G,Glass Door Upper,0
NS01336,PFR950G,Drain Plug,0
NS00881,PFS1600,Base Cap,0
NS00882,PFS1600,Hose Cap,0
NS00883,PFS1600,Adjustable Foot Leg - Feet Support  (Plastic),0
NS00884,PFS1600,Plastic Front Motor Cover,0
NS01025,PFS1600,Plastic Rear Motor Cover,0
NS00885,PFS1600,Screw Bag,0
NS00886,PFS1601W,Rear Motor Cover,0
NS00887,PFS1605,Front Grill,0
NS00888,PFS1605,Rear Grill,0
NS00889,PFS1605,Round Base,0
NS01210,PFS1606,Blade Nut,0
NS01211,PFS1606,Clutch Nut,0
NS01212,PFS1606,Motor,0
NS01209,PFS1606,Motor Front cover,0
NS01208,PFS1606,Rear Cover #10,0
NS01191,PFS1606P,Blade ,0
NS01214,PFS1623,Back Grill,0
NS01206,PFS1623,Blade Nut,0
NS01204,PFS1623,Clutch Nut,0
NS01213,PFS1623,Front Grill,0
NS01192,PFS1623,Gift Box,0
NS01201,PFS1623,Motor ,0
NS01200,PFS1623,Motor Cover #18,0
PFS1623.15,PFS1623,Motor front cover,0
NS01202,PFS1623,Motor Front Cover #15,0
NS01207,PFS1623,Neck Gear,0
NS01216,PFS1623,Neck Knob,0
NS01205,PFS1623,Stick Screw ,0
NS01203,PFS1623,Tube Front Plastic,0
NS01272,PFS1840P,Fan Blade,0
NS00890,PFT307,Front Grill,0
NS00891,PFT307,Motor,0
NS00892,PFT307,Rear Grill,0
NS00893,PFT307,Rotary Knob,0
NS00894,PFT307,Rotary Switch,0
NS00895,PFT423,Front Sear Base,0
12931000000005,PFV / PRF,Shelf of Refrigerator,0
12231000011667,PFV / PRF,Upper Hinge,0
12131000001001,PFV/PRF,Adjustable Foot Leg - Feet Support ,0
NS00902,PFV1006XW,Thermostat,0
15531000000131,PFV13085MW / PFV13085MW,Dryer filter,4
12831000A05847,PFV13086MS,Freezer Door,0
12931000003181,"PFV13086MS / PFV13085MW / 	PFV1385MW / PFV1385MW",Steel Wire Shelf of Freezer,0
